0,0.591050872
1,0.579982486
2,0.56758992
3,0.563816433
4,0.563387321
5,0.564193871
6,0.564343499
7,0.564687238
8,0.564809905
9,0.56482698
10,0.564888538
11,0.564991884
12,0.565092535
13,0.565151846
14,0.565259237
15,0.566157451
16,0.566338082
17,0.566545673
18,0.567165751
19,0.56801319
20,0.56863192
21,0.568684042
22,0.568789635
23,0.568987341
24,0.571027756
25,0.571648283
26,0.572062567
27,0.572267462
28,0.572355531
29,0.572425177
30,0.572415292
31,0.572466965
32,0.572514594
33,0.572710952
34,0.57403693
35,0.574149712
36,0.574111968
37,0.575657669
38,0.575117572
39,0.576046341
40,0.57743882
41,0.580646598
42,0.58450411
43,0.590017409
44,0.60018848
45,0.620443001
46,0.654219708
47,0.696419137
48,0.7203092
49,0.726939987
50,0.726847425
51,0.726847425
52,0.726780924
53,0.726664097
54,0.726480321
55,0.726111869
56,0.726679375
57,0.726637587
58,0.726743629
59,0.726737788
