0,0.561217948
1,0.561252547
2,0.56129029
3,0.561348704
4,0.561714909
5,0.562569538
6,0.562594251
7,0.562299489
8,0.562856661
9,0.563548182
10,0.564437409
11,0.564663872
12,0.564962228
13,0.565033223
14,0.565040862
15,0.565239915
16,0.565800232
17,0.566706534
18,0.567316726
19,0.567402099
20,0.567441191
21,0.567710341
22,0.568640457
23,0.568749195
24,0.57027872
25,0.572183437
26,0.573671623
27,0.5775862
28,0.581459439
29,0.589099424
30,0.603995217
31,0.624540456
32,0.644021678
33,0.669782309
34,0.691378085
35,0.694841983
36,0.694415118
37,0.693856149
38,0.693975671
39,0.69391591
40,0.6939231
41,0.693778415
42,0.693766283
43,0.693638673
44,0.693064427
45,0.692763824
46,0.692367064
47,0.690923362
48,0.689238368
