0,0.572787788
1,0.572508304
2,0.572701516
3,0.572950895
4,0.573530982
5,0.574515019
6,0.574942333
7,0.575486024
8,0.57592592
9,0.575984782
10,0.575886828
11,0.575812239
12,0.575842794
13,0.57569047
14,0.575982985
15,0.576035108
16,0.57602028
17,0.57591918
18,0.576112393
19,0.576710004
20,0.577524193
21,0.578985868
22,0.579517428
23,0.579591567
24,0.579741195
25,0.579997314
26,0.580116387
27,0.582089402
28,0.583116574
29,0.583762263
30,0.586070031
31,0.588884644
32,0.591710491
33,0.596534964
34,0.603952531
35,0.615597858
36,0.633549555
37,0.662140975
38,0.703927917
39,0.723259961
40,0.724074599
41,0.724409801
42,0.725219946
43,0.726042222
44,0.725820702
45,0.72678317
46,0.72697144
47,0.726832147
48,0.726715771
49,0.726934146
50,0.726680273
51,0.726726105
52,0.726954366
53,0.726899547
54,0.726824059
55,0.726715771
56,0.72653469
